churn,age,gender,marital_status,education_level,dependent_count,occupation_type,annual_income,income_band,income_category,city_tier,region,customer_segment,tenure_months,onboarding_channel,relationship_type,number_of_products,primary_account_type,card_category,customer_lifetime_value,loyalty_program_member,referral_count,last_contacted_days,relationship_manager_assigned,avg_monthly_balance,current_balance,balance_decline_percentage,monthly_transaction_count,monthly_transaction_value,cash_withdrawal_count,upi_transaction_count,debit_card_transaction_count,net_banking_transaction_count,account_inactive_days,total_trans_amt,total_trans_count,total_amt_chng_q4_q1,total_ct_chng_q4_q1,avg_open_to_buy,total_revolving_bal,savings_account_flag,current_account_flag,credit_card_flag,personal_loan_flag,home_loan_flag,auto_loan_flag,fixed_deposit_flag,investment_product_flag,insurance_product_flag,demat_account_flag,credit_card_limit,credit_card_spend,credit_utilization_ratio,minimum_due_paid_flag,late_credit_card_payment_count,loan_outstanding_amount,emi_amount,emi_payment_delay_count,loan_default_risk_score,prepayment_flag,mobile_app_login_count,website_login_count,digital_transaction_ratio,last_login_days,failed_login_count,app_rating_given,paperless_statement_enabled,digital_service_usage_score,mobile_banking_active_flag,email_open_rate,total_complaints,complaint_resolution_time,unresolved_complaint_count,branch_visit_count,call_center_interaction_count,relationship_manager_interaction_count,service_request_count,escalation_count,satisfaction_score,nps_score,campaign_received_count,campaign_response_count,cross_sell_offer_count,upsell_offer_count,retention_offer_received,retention_offer_accepted,last_campaign_response_days,discount_or_fee_waiver_received,competitor_bank_offer_awareness,customer_feedback_sentiment,monthly_income_estimate,credit_utilization_3m_avg,credit_utilization_6m_avg,avg_quarterly_balance,total_digital_logins,debt_to_income_ratio,digital_engagement_index
0,41,0,2,3,4,0,55306,3,1,0,2,1,30,3,4,5,1,0,8831.93,1,1,78,1,8077.0,10327.0,-5.08,6,345.33,2,15,8,6,115,4144,79,0.714,0.756,3097.0,1335,1,1,1,0,0,1,0,0,1,1,4432,2790.0,0.301,1,2,125727.0,2857.0,1,40.5,0,17,13,0.935,21,0,,0,52.0,1,0.607,1,6,0,2,3,5,2,0,4.9,21,2,0,5,1,1,0,14,0,0,2,5313,0.286,0.248,25092.0,30,0.6199,45.8
0,40,0,1,2,3,2,45596,2,1,1,2,0,20,1,0,5,2,0,5220.92,0,1,16,1,8946.0,7516.0,2.86,5,429.83,11,11,13,8,76,5158,68,1.01,0.447,4739.0,1508,1,0,1,1,1,0,0,1,0,0,6247,2176.0,0.241,1,1,84158.0,3626.0,0,30.2,1,20,10,0.744,23,1,5.0,1,58.2,1,0.705,2,1,0,2,2,1,4,0,4.6,26,1,0,0,2,0,0,24,0,1,0,3318,0.258,0.418,26977.0,30,0.9543,57.1
0,41,0,2,2,2,3,46676,2,1,0,4,2,25,0,4,4,3,0,7075.91,1,4,62,0,29422.0,27404.0,-4.22,7,426.0,7,22,9,10,81,5112,86,0.864,0.87,540.0,2228,1,1,1,0,0,0,0,1,0,0,2768,2906.0,0.805,1,1,0.0,0.0,0,16.8,0,19,10,0.854,10,0,,1,66.2,1,0.679,1,13,0,4,2,0,2,0,5.0,82,4,0,4,3,0,0,24,0,1,2,3517,0.752,0.707,84776.0,29,0.0,60.0
0,45,1,1,2,2,0,68382,3,2,0,2,0,31,2,2,2,3,2,9020.94,1,0,62,1,16197.0,16222.0,-14.7,8,731.08,6,15,10,9,66,8773,105,0.746,0.78,33208.0,1308,1,1,1,0,0,1,0,1,0,0,34516,6967.0,0.038,0,0,23575.0,990.0,1,37.2,0,23,10,0.85,4,1,,0,56.3,1,0.096,1,1,0,2,1,6,2,0,4.4,4,0,0,1,3,0,0,18,0,2,1,5433,0.07,0.128,48678.0,33,0.1737,45.3
0,44,1,3,5,4,3,48883,2,1,2,1,0,40,2,1,1,2,3,9395.38,1,1,17,1,12802.0,9235.0,-10.22,8,683.25,5,12,10,1,57,8199,98,0.73,0.75,16694.0,1378,1,0,1,0,0,0,0,0,1,0,18072,4861.0,0.076,1,1,0.0,0.0,0,55.6,0,19,4,0.821,27,0,,1,61.6,1,0.301,1,1,0,1,2,5,0,0,3.9,33,4,0,0,0,0,0,19,0,3,1,3943,0.0,0.053,37980.0,23,0.0,56.7
0,56,0,1,3,0,3,61160,3,5,1,3,0,48,1,2,4,3,0,29009.5,1,1,3,1,2515.0,3273.0,2.96,2,118.75,5,11,10,4,53,1425,32,0.441,0.778,2238.0,1965,1,0,1,0,0,0,0,0,1,0,4203,1076.0,0.468,1,1,0.0,0.0,0,50.8,0,16,7,0.833,17,1,,1,57.7,1,0.697,1,1,0,3,2,3,0,0,3.4,26,3,0,1,0,0,0,170,0,3,2,5139,0.381,0.418,7689.0,23,0.0,55.7
0,45,1,2,2,0,3,44233,2,1,1,0,0,37,4,1,4,2,0,8100.32,0,0,18,0,17490.0,15394.0,-8.7,6,308.0,9,16,8,7,174,3696,72,0.661,0.6,8525.0,1746,1,0,1,0,0,0,1,0,1,0,10271,1912.0,0.17,1,1,0.0,0.0,0,25.8,0,17,13,0.775,26,2,,1,58.6,1,0.693,1,1,0,3,2,0,2,0,2.0,100,7,0,2,2,0,0,5,0,1,1,3074,0.194,0.216,50861.0,30,0.0,53.0
1,35,0,2,2,3,3,31356,2,4,1,0,0,22,1,2,1,3,0,2364.18,0,0,148,1,14179.0,19291.0,-3.29,3,123.58,1,13,7,3,64,1483,36,0.691,0.5,1224.0,666,1,0,1,1,0,0,1,0,1,0,1890,1108.0,0.352,1,3,18511.0,425.0,3,40.4,0,16,6,0.958,4,0,4.6,1,60.6,1,0.14,2,7,0,3,1,1,2,0,1.0,-45,2,0,0,1,1,0,111,0,0,0,2771,0.306,0.381,44168.0,22,0.1626,58.9
0,53,1,2,2,3,3,110245,4,3,2,3,1,45,1,2,2,3,0,38845.73,1,1,22,1,38118.0,29275.0,-0.23,8,686.75,11,20,8,10,32,8241,105,0.805,0.75,22278.0,1984,1,1,1,0,1,0,1,0,1,1,24262,6568.0,0.082,1,0,39451.0,1195.0,0,58.1,0,19,5,0.776,4,0,,1,60.7,1,0.298,0,0,0,7,2,7,1,0,4.0,47,2,0,4,0,0,0,2,0,2,1,11204,0.059,0.099,112848.0,24,0.1301,52.5
0,57,1,2,6,2,0,96156,4,3,2,0,2,36,0,3,3,0,0,29749.54,1,2,68,0,61940.0,75413.0,6.94,2,122.5,5,11,10,8,104,1470,30,0.589,1.143,610.0,2517,1,1,1,0,1,0,0,1,0,0,3127,771.0,0.805,1,1,102158.0,3524.0,0,4.4,1,22,8,0.853,24,1,,1,61.7,1,0.225,1,12,0,2,2,0,1,0,4.6,69,4,0,6,3,0,0,37,1,3,2,8146,0.738,0.671,186450.0,30,0.4398,59.3
0,53,1,2,2,0,4,75971,3,2,1,4,1,35,1,1,3,3,0,12911.24,1,0,36,1,9539.0,11298.0,-14.17,6,1200.75,3,16,11,4,47,14409,83,0.694,0.844,17125.0,596,1,0,1,0,0,0,1,1,1,1,17721,7260.0,0.034,1,3,0.0,0.0,0,30.4,0,17,15,0.912,18,1,,1,61.8,1,0.626,2,7,0,3,3,5,3,0,5.0,-4,3,0,4,0,0,0,25,0,1,2,7420,0.022,0.1,26878.0,32,0.0,53.5
0,50,0,1,5,2,4,45950,2,1,0,3,2,41,0,2,2,3,0,8283.17,1,0,59,0,9954.0,11245.0,8.12,4,204.0,2,14,10,7,52,2448,58,0.362,0.45,9034.0,1912,1,1,1,0,0,0,0,0,1,0,10946,997.0,0.175,1,1,0.0,0.0,0,39.6,0,22,7,0.939,5,1,4.9,1,63.6,1,0.428,0,0,0,5,2,0,2,0,4.2,48,9,3,1,1,0,0,62,0,3,2,3383,0.206,0.086,29488.0,29,0.0,66.2
0,34,1,2,2,2,4,99676,4,3,2,2,0,29,0,4,3,3,0,28005.33,1,2,16,0,15283.0,20685.0,3.5,5,220.83,2,18,13,5,36,2650,69,1.006,0.865,11717.0,1678,1,0,1,0,0,0,1,1,1,0,13395,1633.0,0.125,1,2,0.0,0.0,0,37.8,0,27,10,0.947,13,1,,1,72.5,1,0.474,3,1,0,2,3,0,0,0,4.5,39,8,2,1,0,0,0,12,0,3,0,8866,0.143,0.117,46997.0,37,0.0,65.3
0,54,0,1,3,1,3,41887,2,4,0,2,0,44,3,1,3,3,0,16330.96,1,1,35,1,9781.0,12366.0,-9.37,1,92.5,5,14,13,5,118,1110,21,0.478,0.4,2201.0,1746,1,1,1,0,1,0,0,0,1,1,3947,756.0,0.442,1,0,62744.0,1494.0,0,13.9,0,24,11,0.865,11,1,,1,64.5,1,0.453,0,0,0,1,3,4,1,0,4.7,79,6,0,3,1,0,0,20,0,2,0,4363,0.47,0.51,30453.0,35,0.428,56.0
0,64,0,1,5,1,0,46805,2,1,0,4,0,52,1,0,6,3,0,18678.44,1,1,23,1,18919.0,15799.0,8.81,4,133.42,9,14,15,6,67,1601,48,0.716,0.5,2700.0,2299,1,0,1,1,0,0,0,0,1,0,4999,857.0,0.46,1,1,30315.0,871.0,0,2.2,0,17,7,0.795,11,1,,1,59.6,1,0.321,1,1,0,4,2,2,2,0,3.4,42,2,0,2,0,0,0,7,0,3,0,3542,0.389,0.512,56591.0,24,0.2233,52.8
0,50,1,2,0,3,3,54297,3,1,1,3,2,36,3,2,3,3,0,10447.84,1,2,9,0,33869.0,43016.0,-12.18,4,242.42,5,16,8,5,73,2909,58,1.111,1.522,1188.0,1881,1,0,1,0,0,0,0,0,0,0,3069,1964.0,0.613,1,0,0.0,0.0,0,56.7,0,27,11,0.853,22,1,,0,59.5,1,0.268,2,2,0,2,2,0,0,0,3.7,14,7,1,1,0,0,0,23,0,3,2,5085,0.564,0.655,100326.0,38,0.0,41.6
0,65,0,1,2,0,3,18000,1,4,1,0,2,49,2,0,4,2,0,6257.98,1,1,15,0,10481.0,8536.0,-2.7,4,157.83,3,18,12,8,72,1894,56,0.744,0.556,1000.0,2297,1,1,1,0,0,0,1,1,0,1,3297,838.0,0.697,1,1,0.0,0.0,0,37.8,0,21,12,0.927,16,1,5.0,1,65.0,1,0.411,1,2,0,3,2,0,1,0,5.0,54,2,0,4,0,0,0,24,0,1,1,1217,0.626,0.516,30277.0,33,0.0,61.5
0,38,1,1,3,2,3,49953,2,1,0,1,2,36,1,4,3,0,0,15811.43,0,2,43,0,2568.0,2177.0,4.32,3,133.33,5,15,12,6,101,1600,45,0.882,0.406,821.0,1980,1,0,1,1,0,0,1,0,1,0,2801,1138.0,0.707,1,0,14408.0,618.0,0,26.7,0,15,15,0.868,19,2,,1,58.2,1,0.333,1,3,0,1,1,0,1,0,2.6,20,5,1,0,0,0,0,19,0,1,1,4157,0.58,0.542,7621.0,30,0.1485,58.5
0,44,0,2,0,3,2,20962,1,4,2,4,2,32,1,3,1,3,0,6444.29,0,1,16,0,35966.0,31020.0,4.35,7,639.75,2,14,8,7,68,7677,87,0.729,0.554,6875.0,1051,1,0,1,0,0,0,1,1,0,0,7926,5804.0,0.133,0,0,0.0,0.0,0,51.4,0,31,9,0.935,10,0,3.2,1,72.1,1,0.629,0,0,0,1,1,0,0,0,3.3,7,8,0,1,1,0,0,48,0,3,2,1526,0.135,0.159,103410.0,40,0.0,70.9
0,41,1,1,2,1,3,95683,4,3,2,2,2,30,2,3,3,2,0,26431.25,1,1,68,0,20789.0,20573.0,-13.98,7,569.33,3,20,7,7,104,6832,87,0.703,0.706,32407.0,2109,1,0,1,0,0,0,0,0,1,0,34516,5110.0,0.061,1,0,0.0,0.0,0,41.4,0,19,10,0.919,22,0,,0,58.3,1,0.359,1,8,0,3,2,0,0,0,4.8,97,5,0,1,2,0,0,20,0,1,2,8052,0.113,0.199,64133.0,29,0.0,46.5
0,43,1,1,3,1,3,51192,3,1,2,4,1,25,3,1,6,0,0,7970.23,1,2,68,1,20202.0,20782.0,6.04,6,413.42,3,15,12,8,93,4961,78,0.794,0.814,1616.0,0,1,0,1,0,0,1,0,1,1,1,1616,1697.0,0.0,1,1,24033.0,843.0,0,27.5,1,25,9,0.921,39,1,4.9,0,57.2,1,0.582,3,1,0,3,3,7,1,0,4.7,19,2,0,3,2,0,0,1,0,1,2,4413,0.0,0.053,58574.0,34,0.1976,44.7
0,53,0,1,0,1,4,62898,3,1,0,4,2,47,0,1,3,2,0,25202.46,1,0,23,0,7123.0,8762.0,-6.86,5,192.42,5,16,11,6,115,2309,62,1.216,0.632,726.0,1733,1,0,1,0,0,0,1,0,1,0,2459,1140.0,0.705,1,2,0.0,0.0,0,32.3,0,16,17,0.868,28,0,2.9,1,60.3,1,0.634,3,1,0,5,4,0,1,0,4.2,3,6,1,0,0,1,1,19,0,2,1,7189,0.709,0.613,20491.0,33,0.0,55.5
0,53,1,1,3,1,3,141323,0,0,2,0,1,36,0,1,6,2,0,38658.35,1,2,5,1,31679.0,36559.0,9.64,2,145.0,4,23,9,7,117,1740,32,0.986,0.882,1468.0,1844,1,1,1,1,1,0,0,1,1,0,3312,1319.0,0.557,1,0,178542.0,4006.0,1,10.0,0,18,13,0.907,40,2,,0,53.9,1,0.377,1,1,0,4,2,7,2,0,2.9,27,4,0,3,1,0,0,170,0,1,2,11528,0.491,0.613,95024.0,31,0.3402,41.8
0,30,1,0,2,0,4,89024,4,3,1,3,1,23,0,2,6,3,0,15408.29,1,2,3,1,21705.0,25488.0,-11.31,3,207.92,6,14,10,9,57,2495,46,0.59,0.769,25498.0,1285,1,0,1,1,1,0,0,0,0,0,26783,1891.0,0.048,1,1,61078.0,2062.0,0,29.2,0,26,12,0.846,5,1,,0,56.5,1,0.393,0,0,0,2,2,4,1,0,3.8,4,6,0,1,3,0,0,126,0,2,2,6780,0.038,0.118,70148.0,38,0.2779,40.8
0,51,1,2,6,3,3,68285,3,2,1,4,1,45,4,2,3,3,3,27682.72,1,1,42,1,40361.0,38741.0,-2.34,1,123.42,4,20,12,5,73,1481,20,0.502,0.333,30899.0,0,1,0,1,1,1,0,0,0,1,1,30899,1151.0,0.0,1,2,73279.0,1813.0,0,30.0,0,22,15,0.902,7,2,3.3,1,68.3,1,0.75,1,6,0,3,4,2,1,0,3.6,21,5,0,2,1,0,0,46,0,0,1,5409,0.0,0.059,120407.0,37,0.3186,61.9
0,47,0,2,6,1,0,18000,1,4,2,2,0,36,0,3,2,0,0,3551.03,0,1,31,1,21189.0,28462.0,-6.76,7,644.08,4,13,10,6,95,7729,86,0.699,0.654,4791.0,2345,1,1,1,0,0,0,0,0,0,1,7136,5846.0,0.329,0,1,0.0,0.0,0,87.3,0,20,9,0.879,18,2,,0,55.2,1,0.358,3,1,0,1,3,6,1,0,2.8,32,2,0,3,0,0,0,6,0,2,2,1140,0.339,0.376,62245.0,29,0.0,47.1
0,55,1,1,6,2,0,135166,0,0,2,0,1,41,2,4,4,2,0,39025.64,0,0,3,0,10127.0,8524.0,-13.96,2,94.5,8,17,8,9,99,1134,31,0.49,0.632,14938.0,0,1,1,1,1,0,1,0,1,0,1,14938,556.0,0.0,1,2,69485.0,2811.0,0,61.2,0,31,10,0.81,40,2,5.0,0,60.1,1,0.311,0,0,0,5,2,0,2,0,5.0,62,4,1,3,1,0,0,17,0,1,0,10626,0.015,0.034,31715.0,41,0.2496,44.6
1,44,1,3,1,2,4,48266,2,1,2,3,1,36,0,1,5,3,0,3903.52,0,2,156,1,5434.0,5035.0,29.88,4,175.0,4,15,5,7,119,2100,54,0.602,0.588,1438.3,0,1,1,1,0,0,0,1,0,0,0,1438,1510.0,0.0,0,3,0.0,0.0,0,19.5,0,16,9,0.871,1,1,2.6,0,50.7,1,0.171,3,1,1,1,4,1,2,0,2.9,100,2,0,2,0,0,0,365,0,3,0,3821,0.041,0.009,16370.0,25,0.0,46.8
0,50,1,1,5,2,4,162034,0,0,1,2,1,36,0,2,4,2,0,33807.08,1,0,24,1,52967.0,53104.0,8.83,7,397.5,8,12,15,7,112,4770,89,0.988,0.712,21811.0,2100,1,1,1,0,0,1,0,0,1,0,23911,3334.0,0.088,1,1,38302.0,1765.0,0,47.5,0,21,11,0.81,6,2,4.4,0,50.3,1,0.595,1,3,0,6,4,5,1,0,4.4,62,3,0,2,1,0,0,32,0,2,2,14828,0.121,0.18,162052.0,32,0.1307,44.3
0,48,0,1,2,1,0,21034,1,4,2,4,0,38,1,2,6,3,0,6667.59,1,0,4,0,36443.0,29180.0,3.83,4,336.58,8,15,9,7,70,4039,50,0.943,0.852,700.0,749,1,1,1,0,0,1,1,0,1,0,1449,1521.0,0.517,1,2,72166.0,3080.0,0,17.2,0,20,15,0.795,22,1,,0,52.5,1,0.564,1,1,0,0,3,0,1,0,5.0,16,3,0,1,2,0,0,73,1,3,1,1533,0.431,0.484,111872.0,35,1.7572,39.2
0,50,0,1,3,2,3,21225,1,4,1,2,2,36,0,2,5,3,0,7025.12,1,0,56,1,12173.0,15654.0,4.81,2,102.5,2,15,13,3,41,1230,28,0.701,0.867,7729.0,1626,1,0,1,0,0,0,0,0,0,0,9355,572.0,0.174,1,1,0.0,0.0,0,33.9,0,26,10,0.939,18,1,3.6,1,69.5,1,0.558,0,0,0,2,2,3,1,0,4.2,32,4,0,1,1,1,0,56,0,3,1,1553,0.198,0.245,38040.0,36,0.0,68.1
0,49,1,3,5,4,4,72224,3,2,1,4,2,44,1,1,1,1,0,18055.73,0,0,70,0,51831.0,71004.0,-14.75,8,1208.33,4,15,7,11,115,14500,106,1.044,0.582,10112.0,2263,0,0,1,0,1,1,0,1,0,0,12375,8260.0,0.183,1,3,42992.0,1528.0,0,23.3,1,21,9,0.892,12,0,,0,51.0,1,0.415,0,0,0,0,2,0,2,0,1.7,8,6,1,2,1,0,0,79,0,3,1,6404,0.129,0.228,147353.0,30,0.2539,41.3
0,56,0,1,2,1,2,32007,2,4,0,2,0,49,1,2,5,3,0,7818.97,1,2,23,1,10691.0,14113.0,-0.38,3,171.0,3,12,14,10,54,2052,45,0.94,0.607,3945.0,1152,0,1,1,0,0,0,0,0,0,0,5097,1448.0,0.226,1,2,0.0,0.0,0,18.2,0,18,7,0.923,39,1,,1,61.4,1,0.535,1,2,0,2,0,8,0,0,4.5,40,5,0,1,2,0,0,10,0,3,2,2860,0.202,0.31,32962.0,25,0.0,58.3
0,44,1,2,2,2,3,159426,0,0,1,2,1,33,3,4,4,3,0,37103.42,0,0,57,1,36885.0,49834.0,10.02,4,115.42,8,13,7,6,34,1385,50,1.058,0.515,13301.0,0,1,1,1,1,0,1,1,0,0,0,13301,1106.0,0.0,1,1,339779.0,15187.0,0,22.9,0,14,16,0.765,4,2,4.5,1,54.7,1,0.314,2,2,0,2,3,5,1,0,3.3,49,0,0,1,0,0,0,262,0,3,2,14390,0.0,0.0,110631.0,30,1.1431,53.0
0,59,1,2,6,1,0,69431,3,2,0,2,0,48,0,0,3,3,0,26329.36,1,0,15,0,8766.0,7588.0,9.04,10,1239.42,5,17,7,10,33,14873,120,0.64,0.714,7288.0,0,0,0,1,1,0,1,0,0,1,0,7288,7652.0,0.0,0,1,42963.0,1497.0,0,27.0,0,21,9,0.872,11,1,4.5,1,64.1,1,0.368,2,1,0,2,2,0,3,0,3.9,61,2,0,3,0,0,0,76,0,3,2,5691,0.0,0.076,26632.0,30,0.2587,60.4
0,40,0,2,6,4,4,25359,1,4,2,4,0,36,2,2,6,3,0,6387.76,0,1,66,1,9700.0,7765.0,4.47,4,263.08,8,21,11,12,108,3157,59,0.82,0.844,7587.0,0,1,0,1,0,0,0,0,0,1,1,7587,2258.0,0.0,1,0,0.0,0.0,0,49.4,0,25,10,0.846,10,1,,0,57.7,1,0.663,1,1,0,4,4,2,1,0,2.9,48,4,0,2,0,0,0,159,0,0,2,2013,0.04,0.067,29265.0,35,0.0,44.4
0,46,0,2,3,4,3,33163,2,4,2,3,2,40,4,2,3,3,0,11722.95,1,0,4,0,6563.0,4701.0,-7.83,3,101.75,2,11,13,5,66,1221,41,0.402,0.708,1384.0,2172,0,1,1,1,0,0,0,1,1,0,3556,883.0,0.611,1,1,19075.0,588.0,0,34.8,0,20,10,0.935,6,0,,1,62.2,1,0.469,1,4,0,1,2,0,1,0,5.0,34,6,1,2,2,0,0,14,1,3,2,3020,0.529,0.634,19828.0,30,0.2128,64.1
0,38,0,2,3,2,0,19135,1,4,1,0,0,28,4,2,5,0,0,3598.1,0,0,1,1,2502.0,1813.0,-4.54,7,400.92,5,25,15,9,35,4811,86,0.702,0.686,1744.0,0,1,0,1,0,0,0,1,0,1,0,1744,1831.0,0.0,1,2,0.0,0.0,0,51.7,0,17,11,0.907,9,1,,1,61.8,1,0.588,2,2,0,1,3,8,2,0,3.3,-8,6,1,0,1,1,1,164,0,1,1,1340,0.0,0.102,7030.0,28,0.0,58.6
1,47,1,0,2,2,2,92943,4,3,0,4,0,41,3,2,3,2,0,6994.92,0,0,33,0,3420.0,2647.0,22.88,3,210.75,2,9,10,4,74,2529,43,0.812,0.433,4586.0,0,1,0,1,1,0,0,1,0,0,1,4586,1760.0,0.0,0,1,169906.0,8333.0,2,22.8,0,15,9,0.92,9,0,,0,51.9,1,0.426,3,1,1,0,3,0,1,1,4.4,25,3,0,0,1,0,0,252,0,2,1,7516,0.0,0.168,10064.0,24,1.0759,43.2
0,45,1,1,2,1,0,37524,2,4,0,1,1,33,0,3,4,3,0,9971.25,0,1,114,1,9161.0,9274.0,4.09,4,264.33,5,18,7,8,106,3172,55,0.645,0.719,214.0,1795,1,1,1,0,0,0,0,1,0,1,2009,2109.0,0.893,1,0,0.0,0.0,0,7.5,0,26,10,0.868,14,2,3.4,1,68.1,1,0.111,0,0,0,3,4,9,1,0,5.0,100,4,1,0,2,1,1,19,1,3,1,3663,0.786,0.703,29896.0,36,0.0,63.7
0,51,0,1,5,3,5,19696,1,4,1,2,2,45,4,2,3,2,0,8737.07,0,1,28,0,19032.0,20762.0,-8.79,6,375.67,7,15,10,5,107,4508,79,1.071,0.756,938.0,1300,1,0,1,0,1,0,0,0,1,0,2238,2350.0,0.581,1,0,51271.0,1351.0,0,3.1,0,17,13,0.811,12,1,3.2,1,57.5,1,0.611,1,5,0,1,3,0,0,0,4.7,65,2,0,0,0,0,0,24,0,1,0,1396,0.585,0.507,58149.0,30,0.8231,57.9
0,48,0,1,3,1,4,54532,3,1,1,1,2,28,0,2,3,3,3,11729.39,1,2,50,0,10023.0,7955.0,-9.5,5,397.92,3,12,7,10,44,4775,61,0.904,0.605,14326.0,1387,1,0,1,0,0,0,1,0,0,0,15713,2102.0,0.088,0,0,0.0,0.0,0,34.5,0,14,13,0.906,20,0,,0,49.0,1,0.299,2,1,0,3,2,0,2,0,3.2,81,8,0,1,0,0,0,167,0,0,2,5138,0.13,0.123,30033.0,27,0.0,37.4
0,48,0,1,0,3,0,23434,1,4,0,3,0,36,0,2,5,2,0,6861.98,1,2,19,1,8198.0,8149.0,-0.64,6,398.83,3,16,13,5,94,4786,81,0.871,0.723,749.0,1163,1,0,1,1,0,0,0,0,0,0,1912,2008.0,0.608,1,1,47868.0,2308.0,1,100.0,0,23,12,0.919,36,1,,1,68.7,1,0.385,0,0,0,4,0,3,3,0,3.1,20,7,2,1,3,1,1,3,0,2,1,1792,0.523,0.656,23720.0,35,1.1819,63.1
0,48,1,2,6,4,2,75031,3,2,0,3,2,30,1,3,4,3,0,14877.04,1,0,5,1,20631.0,25730.0,-5.38,3,133.08,2,12,7,7,103,1597,39,0.861,0.56,6325.0,1387,1,0,1,0,1,0,1,1,0,0,7712,1161.0,0.18,0,1,137999.0,5725.0,1,11.7,0,8,10,0.929,1,2,,0,45.3,1,0.693,0,0,0,6,3,3,1,0,1.8,66,7,2,4,0,1,1,201,0,1,2,7159,0.167,0.262,59894.0,18,0.9156,39.8
0,49,0,1,0,3,1,47173,2,1,0,4,0,44,0,1,6,2,0,15494.52,0,0,4,1,13075.0,10037.0,1.59,7,390.25,7,21,12,8,77,4683,89,0.657,0.618,988.0,1590,1,1,1,0,0,0,0,1,0,0,2578,2443.0,0.617,0,2,0.0,0.0,0,30.8,0,16,11,0.854,3,1,,1,59.3,1,0.671,2,8,0,4,3,6,1,0,4.8,18,3,0,2,1,0,0,2,1,3,2,3611,0.605,0.591,40740.0,27,0.0,51.9
0,55,1,2,2,2,0,100008,4,3,2,4,2,46,0,2,3,3,0,22406.6,0,1,48,0,24971.0,20095.0,-11.73,6,435.0,4,22,5,3,45,5220,74,0.51,0.423,32798.0,1718,1,1,1,1,1,0,0,0,1,0,34516,2973.0,0.05,1,2,92221.0,2232.0,0,53.2,1,14,8,0.882,11,1,4.7,1,58.8,1,0.586,2,9,0,2,4,0,2,0,4.3,23,6,0,1,1,0,0,34,1,2,2,8935,0.054,0.159,75382.0,22,0.2678,54.8
0,37,0,2,2,2,5,23387,1,4,1,4,0,24,3,3,5,0,0,3586.45,1,0,69,0,7792.0,7300.0,6.99,6,208.08,8,16,8,5,68,2497,74,0.703,0.609,6499.0,1945,1,0,1,0,0,0,0,0,0,1,8444,1114.0,0.23,1,1,0.0,0.0,0,47.7,0,16,15,0.784,12,1,3.2,1,56.5,1,0.669,0,0,0,2,3,0,1,0,3.0,46,5,1,3,0,0,0,31,0,1,2,1787,0.227,0.306,23650.0,31,0.0,55.6
0,48,1,1,6,3,3,106398,4,3,1,0,1,41,0,4,5,0,0,30482.34,1,1,65,0,8949.0,11550.0,-9.87,4,163.42,4,8,8,6,75,1961,51,0.726,0.545,4898.0,950,1,0,1,1,0,0,1,1,1,1,5848,1564.0,0.162,1,1,43286.0,1711.0,0,59.1,1,22,15,0.846,19,2,5.0,0,54.7,1,0.248,1,2,0,6,2,0,3,0,3.8,60,3,0,1,0,1,1,11,0,0,2,10322,0.124,0.208,25529.0,37,0.193,51.2
0,57,1,1,2,1,4,90534,4,3,2,3,2,47,1,2,5,2,0,24492.18,1,2,10,0,5472.0,6942.0,11.41,2,152.25,4,12,10,6,98,1827,24,1.768,3.0,12636.0,1976,1,0,1,1,1,0,0,0,1,0,14612,1333.0,0.135,1,1,74700.0,2626.0,1,53.0,0,19,9,0.875,6,1,5.0,0,50.2,1,0.576,3,4,0,2,1,0,2,0,3.0,38,0,0,4,1,0,0,20,0,2,2,7059,0.059,0.183,16399.0,28,0.3481,41.4
0,52,1,2,3,2,3,140143,0,0,2,3,0,44,0,3,4,0,0,57888.82,1,0,42,1,8386.0,7082.0,6.06,5,299.58,4,16,8,7,77,3595,68,0.459,0.659,4100.0,2517,1,0,1,1,1,0,0,0,0,0,6617,2682.0,0.38,1,1,38677.0,1519.0,0,43.0,0,12,10,0.886,24,1,,1,57.3,1,0.499,2,4,0,3,2,4,4,0,2.9,47,3,0,2,1,0,0,20,0,1,0,11352,0.273,0.4,25847.0,22,0.1301,53.7
0,50,0,2,2,4,3,32238,2,4,1,1,0,36,0,4,6,3,0,10061.68,1,1,27,1,63242.0,71297.0,-7.84,3,135.92,6,10,10,5,89,1631,46,0.412,0.533,1197.0,1928,1,0,1,0,0,0,0,0,0,1,3125,852.0,0.617,1,0,0.0,0.0,0,54.6,0,17,10,0.806,12,1,1.6,1,55.9,1,0.446,3,1,0,1,0,5,0,0,2.8,5,3,0,4,2,0,0,20,0,1,1,2891,0.55,0.494,189178.0,27,0.0,57.1
1,55,0,2,2,2,3,33375,2,4,0,3,0,49,3,1,2,2,0,6497.02,0,1,200,1,9024.0,11497.0,3.15,3,211.75,2,19,6,7,41,2541,36,0.639,0.385,1349.0,234,1,0,1,0,1,0,0,1,0,0,1583,1450.0,0.148,0,3,81987.0,3248.0,2,45.4,0,14,10,0.941,25,1,3.3,0,52.8,1,0.164,1,16,0,2,2,1,2,0,2.3,25,3,0,3,0,1,0,365,0,0,2,3050,0.116,0.25,25946.0,24,1.1678,40.6
